,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
880,name881,lastname881,December,2,2000,BS Information Technology Entrepreneurship,+639172217566,Female,Globe
881,name882,lastname882,April,5,1999,BS Communications Technology Management,+639275307214,Female,Globe
882,name883,lastname883,July,4,1997,BS Legal Management,+639178689083,Female,Globe
883,name884,lastname884,April,23,2000,BS Legal Management,+639186603128,Female,Smart
884,name885,lastname885,December,11,2000,BS Management,+639271752972,Male,Globe
885,name886,lastname886,October,26,1997,BS Legal Management,+639172768699,Female,Globe
886,name887,lastname887,April,4,2000,BS Management Engineering,+639172107063,Female,Globe
887,name888,lastname888,July,2,1998,BS Management,+639271273113,Female,Globe
888,name889,lastname889,July,20,2001,BS Management,+639179773508,Male,Globe
889,name890,lastname890,November,2,1998,BS Management,+639173289205,Male,Globe
890,name891,lastname891,August,13,2000,BS Management Engineering,+639188217480,Female,Smart
891,name892,lastname892,March,26,1998,BS Management Engineering,+639176892678,Male,Globe
892,name893,lastname893,July,2,1998,BS Legal Management,+639275974601,Female,Globe
893,name894,lastname894,March,21,1999,BS Legal Management,+639171653793,Male,Globe
894,name895,lastname895,February,14,1999,BS Information Technology Entrepreneurship,+639171663062,Male,Globe
895,name896,lastname896,October,10,1998,BS Legal Management,+639273469730,Male,Globe
896,name897,lastname897,October,1,2000,BS Management,+639189127678,Male,Smart
897,name898,lastname898,April,17,1999,BS Information Technology Entrepreneurship,+639171701087,Male,Globe
898,name899,lastname899,August,3,1997,BS Management,+639189727480,Male,Smart
899,name900,lastname900,December,4,1997,BS Legal Management,+639277009691,Female,Globe
900,name901,lastname901,April,2,2001,BS Communications Technology Management,+639279928635,Male,Globe
901,name902,lastname902,January,18,2001,BS Information Technology Entrepreneurship,+639181012444,Female,Smart
902,name903,lastname903,May,27,1997,BS Management,+639181113466,Female,Smart
903,name904,lastname904,December,8,1997,BS Management Engineering,+639179913757,Female,Globe
904,name905,lastname905,March,12,1999,BS Information Technology Entrepreneurship,+639176074978,Female,Globe
905,name906,lastname906,October,12,1998,BS Legal Management,+639189011766,Female,Smart
906,name907,lastname907,July,25,1997,BS Communications Technology Management,+639177743282,Female,Globe
907,name908,lastname908,January,11,1999,BS Communications Technology Management,+639181869039,Male,Smart
908,name909,lastname909,December,27,1998,BS Communications Technology Management,+639189319646,Male,Smart
909,name910,lastname910,September,15,2001,BS Communications Technology Management,+639189598390,Female,Smart
910,name911,lastname911,November,9,1997,BS Management,+639185663286,Male,Smart
911,name912,lastname912,December,1,1998,BS Management,+639185994332,Female,Smart
912,name913,lastname913,June,23,1999,BS Management,+639275734571,Male,Globe
913,name914,lastname914,March,23,1999,BS Information Technology Entrepreneurship,+639177982620,Female,Globe
914,name915,lastname915,April,19,1997,BS Legal Management,+639172659185,Female,Globe
915,name916,lastname916,January,24,1997,BS Communications Technology Management,+639277531533,Male,Globe
916,name917,lastname917,August,17,2001,BS Information Technology Entrepreneurship,+639175883224,Male,Globe
917,name918,lastname918,November,9,1997,BS Legal Management,+639188702621,Female,Smart
918,name919,lastname919,March,18,1997,BS Communications Technology Management,+639189826506,Male,Smart
919,name920,lastname920,November,12,2000,BS Management Engineering,+639177106432,Male,Globe
920,name921,lastname921,July,21,2001,BS Management,+639276893928,Male,Globe
921,name922,lastname922,May,25,2000,BS Legal Management,+639187237128,Male,Smart
922,name923,lastname923,January,17,2001,BS Management,+639271881317,Male,Globe
923,name924,lastname924,July,14,1997,BS Communications Technology Management,+639177519632,Male,Globe
924,name925,lastname925,November,4,1999,BS Communications Technology Management,+639174097669,Female,Globe
925,name926,lastname926,April,24,1998,BS Information Technology Entrepreneurship,+639187771156,Male,Smart
926,name927,lastname927,July,28,1997,BS Management Engineering,+639183902146,Male,Smart
927,name928,lastname928,February,13,1997,BS Management Engineering,+639186755512,Female,Smart
928,name929,lastname929,November,21,1999,BS Information Technology Entrepreneurship,+639184507839,Female,Smart
929,name930,lastname930,November,25,1999,BS Management Engineering,+639279505397,Male,Globe
930,name931,lastname931,March,16,1998,BS Management,+639174097205,Male,Globe
931,name932,lastname932,August,5,1999,BS Management,+639277689251,Male,Globe
932,name933,lastname933,June,12,1999,BS Legal Management,+639278601383,Female,Globe
933,name934,lastname934,July,28,2000,BS Management Engineering,+639279662788,Female,Globe
934,name935,lastname935,August,24,1999,BS Communications Technology Management,+639185975321,Male,Smart
935,name936,lastname936,November,2,2000,BS Legal Management,+639187201768,Male,Smart
936,name937,lastname937,January,8,1998,BS Management,+639185823906,Male,Smart
937,name938,lastname938,January,22,2000,BS Management Engineering,+639181843212,Female,Smart
938,name939,lastname939,April,17,1997,BS Management Engineering,+639172715839,Female,Globe
939,name940,lastname940,June,6,1998,BS Management,+639179777795,Female,Globe
940,name941,lastname941,July,21,1999,BS Management Engineering,+639171656593,Male,Globe
941,name942,lastname942,August,14,2000,BS Communications Technology Management,+639172232556,Male,Globe
942,name943,lastname943,April,24,1999,BS Communications Technology Management,+639277707950,Male,Globe
943,name944,lastname944,November,13,1998,BS Communications Technology Management,+639276646148,Female,Globe
944,name945,lastname945,November,2,1999,BS Information Technology Entrepreneurship,+639278905180,Female,Globe
945,name946,lastname946,September,20,1998,BS Management Engineering,+639276444841,Female,Globe
946,name947,lastname947,September,27,1999,BS Management Engineering,+639175051295,Male,Globe
947,name948,lastname948,July,9,1998,BS Information Technology Entrepreneurship,+639179066791,Female,Globe
948,name949,lastname949,August,7,2000,BS Management Engineering,+639173746420,Female,Globe
949,name950,lastname950,July,15,1997,BS Management,+639272951812,Female,Globe
950,name951,lastname951,August,20,2000,BS Management Engineering,+639176898285,Female,Globe
951,name952,lastname952,April,7,1998,BS Legal Management,+639186784969,Male,Smart
952,name953,lastname953,July,16,2001,BS Legal Management,+639182949247,Female,Smart
953,name954,lastname954,April,23,2000,BS Communications Technology Management,+639187807638,Female,Smart
954,name955,lastname955,November,4,1998,BS Information Technology Entrepreneurship,+639187601168,Male,Smart
955,name956,lastname956,November,16,1997,BS Legal Management,+639273739248,Male,Globe
956,name957,lastname957,March,15,1997,BS Management,+639185019104,Male,Smart
957,name958,lastname958,June,23,1999,BS Communications Technology Management,+639173169587,Male,Globe
958,name959,lastname959,November,1,1997,BS Management Engineering,+639272342768,Female,Globe
959,name960,lastname960,August,5,1998,BS Management,+639189492654,Male,Smart
960,name961,lastname961,October,28,1997,BS Management Engineering,+639178152634,Male,Globe
961,name962,lastname962,June,24,1998,BS Information Technology Entrepreneurship,+639277729962,Female,Globe
962,name963,lastname963,December,25,1997,BS Information Technology Entrepreneurship,+639173094471,Male,Globe
963,name964,lastname964,March,24,2000,BS Communications Technology Management,+639177493301,Male,Globe
964,name965,lastname965,July,21,1997,BS Communications Technology Management,+639273842721,Female,Globe
965,name966,lastname966,November,15,1999,BS Information Technology Entrepreneurship,+639172378133,Female,Globe
966,name967,lastname967,March,26,1999,BS Information Technology Entrepreneurship,+639279644299,Male,Globe
967,name968,lastname968,March,19,2000,BS Communications Technology Management,+639172409076,Female,Globe
968,name969,lastname969,June,2,1998,BS Information Technology Entrepreneurship,+639171769439,Female,Globe
969,name970,lastname970,July,9,1997,BS Management Engineering,+639271009164,Male,Globe
970,name971,lastname971,April,9,1998,BS Management Engineering,+639277308393,Female,Globe
971,name972,lastname972,November,28,1999,BS Communications Technology Management,+639173895738,Male,Globe
972,name973,lastname973,May,25,1997,BS Management Engineering,+639176345100,Male,Globe
973,name974,lastname974,December,20,2001,BS Information Technology Entrepreneurship,+639273571836,Male,Globe
974,name975,lastname975,March,11,2000,BS Management Engineering,+639178684656,Female,Globe
975,name976,lastname976,November,7,1999,BS Legal Management,+639189187519,Female,Smart
976,name977,lastname977,March,21,1999,BS Management Engineering,+639186328482,Female,Smart
977,name978,lastname978,November,25,1997,BS Management Engineering,+639175256204,Female,Globe
978,name979,lastname979,September,23,1998,BS Management,+639277651941,Male,Globe
979,name980,lastname980,December,14,2001,BS Legal Management,+639186064478,Female,Smart
980,name981,lastname981,March,10,1999,BS Communications Technology Management,+639277608017,Male,Globe
981,name982,lastname982,June,21,2000,BS Legal Management,+639178293943,Female,Globe
982,name983,lastname983,March,24,1999,BS Legal Management,+639176621872,Male,Globe
983,name984,lastname984,July,22,1999,BS Legal Management,+639172837138,Female,Globe
984,name985,lastname985,November,17,2001,BS Communications Technology Management,+639272541823,Female,Globe
985,name986,lastname986,February,28,2000,BS Communications Technology Management,+639176281470,Female,Globe
986,name987,lastname987,January,13,1997,BS Management,+639271477217,Female,Globe
987,name988,lastname988,December,27,1997,BS Legal Management,+639173144815,Male,Globe
988,name989,lastname989,February,26,1999,BS Management Engineering,+639181683635,Male,Smart
989,name990,lastname990,October,4,1998,BS Management,+639183139787,Male,Smart
990,name991,lastname991,November,22,2000,BS Management,+639271174649,Male,Globe
991,name992,lastname992,August,14,1999,BS Legal Management,+639275288069,Female,Globe
992,name993,lastname993,July,5,2000,BS Management,+639188518170,Male,Smart
993,name994,lastname994,May,20,1998,BS Management Engineering,+639277933024,Female,Globe
994,name995,lastname995,June,11,1999,BS Information Technology Entrepreneurship,+639278716633,Male,Globe
995,name996,lastname996,May,4,1998,BS Legal Management,+639271598838,Female,Globe
996,name997,lastname997,September,24,1997,BS Management,+639183332036,Male,Smart
997,name998,lastname998,March,4,1999,BS Communications Technology Management,+639171161724,Male,Globe
998,name999,lastname999,January,11,1999,BS Management,+639179971830,Female,Globe
999,name1000,lastname1000,July,24,1998,BS Legal Management,+639277892057,Female,Globe
1000,name1001,lastname1001,October,13,1999,BS Legal Management,+639182265829,Male,Smart
1001,name1002,lastname1002,January,16,1997,BS Information Technology Entrepreneurship,+639171895851,Female,Globe
1002,name1003,lastname1003,July,1,1999,BS Information Technology Entrepreneurship,+639175775113,Female,Globe
1003,name1004,lastname1004,June,8,1997,BS Management Engineering,+639186332873,Female,Smart
1004,name1005,lastname1005,January,14,2000,BS Management,+639181074666,Female,Smart
1005,name1006,lastname1006,March,23,1999,BS Information Technology Entrepreneurship,+639175751571,Male,Globe
1006,name1007,lastname1007,September,14,1997,BS Management,+639186739002,Male,Smart
1007,name1008,lastname1008,May,13,1998,BS Communications Technology Management,+639274557889,Female,Globe
1008,name1009,lastname1009,February,23,1998,BS Management,+639187901682,Female,Smart
1009,name1010,lastname1010,May,25,1999,BS Management,+639172547870,Female,Globe
1010,name1011,lastname1011,April,9,1999,BS Legal Management,+639186526097,Male,Smart
1011,name1012,lastname1012,May,14,1997,BS Management,+639171201564,Female,Globe
1012,name1013,lastname1013,September,8,1997,BS Management,+639278788766,Male,Globe
1013,name1014,lastname1014,May,1,2001,BS Management Engineering,+639185243684,Female,Smart
